Target	Alias	Gene	Barcode	Filtered	Counts	Corr_Within	Corr_Between
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mta2-P1P2	MTA2___62369072.23-P1P2	0	606498.0	0.9986751623551045	0.9938017584766051
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mta2-P1P2	MTA2___62369279.23-P1P2	0	984636.0	0.9982216264794386	0.9935342973489518
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mta3-P1P2	MTA3_-_42795917.23-P1P2	0	1522304.0	0.9991218762571639	0.9950034162080799
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mta3-P1P2	MTA3_-_42796005.23-P1P2	0	1069100.0	0.9991623377565932	0.9954138949676412
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mta3-P1P2	MTA3___42795764.23-P1P2	0	917416.0	0.9989239662809174	0.9971729648114943
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mus81-P1P2	MUS81_-_65628100.23-P1P2	0	634024.0	0.9971770863074171	0.9961772038327295
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mus81-P1P2	MUS81___65628055.23-P1P2	0	907244.0	0.9972553614254527	0.9962185599437632
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mus81-P1P2	MUS81___65628068.23-P1P2	0	812162.0	0.9977073134500676	0.9993754463361518
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mutyh-P1P2	MUTYH_-_45805607.23-P1P2	0	1527008.0	0.8857404586037649	0.991845703479873
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mutyh-P1P2	MUTYH_-_45806055.23-P1P2	0	594202.0	0.8896907779016356	0.9867942731782955
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Mutyh-P1P2	MUTYH_-_45806073.23-P1P2	0	1084.0	0.7770654383442792	0.7054004043160348
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp1-P1P2	NABP1___192542900.23-P1P2	0	1075350.0	0.9698052288518348	0.995385312984327
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp1-P1P2	NABP1___192543266.23-P1P2	0	3236.0	0.9363031781637335	0.9509432317855466
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp1-P1P2	NABP1___192543448.23-P1P2	0	1228304.0	0.9646573140145964	0.9942726154042013
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp2-P1	NABP2_-_56618158.23-P1	0	1118272.0	0.9985180304162704	0.9911712537967148
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp2-P1	NABP2_-_56618229.23-P1	0	779538.0	0.9985001208797484	0.9951027215246007
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp2-P1	NABP2___56618339.23-P1	0	1460644.0	0.9988187359309331	0.9950246514430728
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp2-P2	NABP2_-_56615822.23-P2	0	947658.0	0.9993977986567475	0.9981913988065005
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp2-P2	NABP2_-_56615829.23-P2	0	1116892.0	0.9994867247247591	0.9966971652199139
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nabp2-P2	NABP2___56615810.23-P2	0	934312.0	0.9994224353489234	0.9965767579368835
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nat10-P1P2	NAT10_-_34127188.23-P1P2	0	276998.0	0.9958161437101798	0.9938736717019286
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nat10-P1P2	NAT10_-_34127225.23-P1P2	0	343386.0	0.9961032905063864	0.9935540406182616
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nat10-P1P2	NAT10_-_34127246.23-P1P2	0	470294.0	0.9934081292243597	0.9806815162296728
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nbn-P1P2	NBN_-_90996806.23-P1P2	0	249766.0	0.9460852515417366	0.9972683064881065
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nbn-P1P2	NBN_-_90996837.23-P1P2	0	647962.0	0.9337628481756002	0.9993973043314057
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nbn-P1P2	NBN_-_90996860.23-P1P2	0	1179942.0	0.8821195704164997	0.8656436621410424
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil1-P1P2	NEIL1_-_75639455.23-P1P2	0	1194760.0	0.9982159448088275	0.9973797491787342
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil1-P1P2	NEIL1___75639581.23-P1P2	0	523950.0	0.9976118665687664	0.9974589548311161
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil1-P1P2	NEIL1___75639678.23-P1P2	0	1300792.0	0.997737827434424	0.993300183059474
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil2-P1P2	NEIL2___11627227.23-P1P2	0	771376.0	0.9989386713711769	0.9923719245576013
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil2-P1P2	NEIL2___11627297.23-P1P2	0	927012.0	0.9981547132237554	0.9866589319883573
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil2-P1P2	NEIL2___11627317.23-P1P2	0	925644.0	0.998074235371381	0.9920934561562986
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil3-P1P2	NEIL3_-_178231082.23-P1P2	0	1056822.0	0.9992981707684575	0.9957656575700949
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil3-P1P2	NEIL3_-_178231086.23-P1P2	0	1085170.0	0.999195490771551	0.9952738691656232
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Neil3-P1P2	NEIL3___178231087.23-P1P2	0	620906.0	0.9986688726108661	0.9989154839166662
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nfrkb-P1P2	NFRKB___129765408.23-P1P2	0	1105032.0	0.9963346975263914	0.9984794835734134
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nfrkb-P1P2	NFRKB___129765434.23-P1P2	0	1310296.0	0.9975867256977602	0.9956717329410085
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nfrkb-P1P2	NFRKB___129765443.23-P1P2	0	1016458.0	0.9956634388861015	0.9876715829271726
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nhej1-P1P2	NHEJ1_-_220025514.23-P1P2	0	516760.0	0.9925229420151194	0.9944340619536373
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nhej1-P1P2	NHEJ1_-_220025528.23-P1P2	0	823488.0	0.9928602188034428	0.9944214354188257
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nhej1-P1P2	NHEJ1___220025461.23-P1P2	0	1242690.0	0.9968407546552939	0.9962163748292059
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nipbl-P1P2	NIPBL_-_36876992.23-P1P2	0	632426.0	0.9963034080418415	0.9918674315256042
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nipbl-P1P2	NIPBL___36876940.23-P1P2	0	717524.0	0.9968128176032403	0.9969265056320804
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nipbl-P1P2	NIPBL___36876945.23-P1P2	0	1393918.0	0.9980797255107179	0.997598452825867
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00026	0	963814.0	0.9980883320398247	0.9969723086229604
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00074	0	1303986.0	0.9985118808347435	0.9971869405640444
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00097	0	1626110.0	0.9987957802421471	0.9948556271900064
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00155	0	807782.0	0.9975114153837853	0.9924167779216386
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00240	0	1229270.0	0.9984297188609499	0.9971027446011993
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00249	0	779574.0	0.9989929356215067	0.9945814934490274
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00364	0	1206702.0	0.9984421241575467	0.9967590773420014
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00398	0	745376.0	0.9990393722859755	0.9966616105657855
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00513	0	1377390.0	0.9961916969226439	0.9904966556071797
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00515	0	1265286.0	0.9989239615418066	0.9948723988133518
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00566	0	999252.0	0.9983214568642295	0.9951868601177021
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00678	0	1053360.0	0.9988199667832419	0.99454116065653
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00740	0	1335662.0	0.9984641214693858	0.9972506067354658
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00745	0	785498.0	0.9978537513745079	0.9985175297560603
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00869	0	1201652.0	0.9985599159928032	0.9952547219445895
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00889	0	743640.0	0.998517997098092	0.9971808036378851
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00948	0	836100.0	0.9988640151200346	0.9956504256131914
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_00984	0	571810.0	0.9988133459243225	0.9964968152256001
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01042	0	804458.0	0.9989382964499818	0.9971902979800609
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01091	0	924200.0	0.9985418409106588	0.9963594487535379
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01222	0	461340.0	0.997590390242863	0.9957640096426383
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01332	0	624314.0	0.9975881200907906	0.9941446329952016
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01358	0	1280236.0	0.999022059783275	0.9963061918058489
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01439	0	445786.0	0.9984529080362053	0.9947925194004266
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01528	0	754722.0	0.9976235684415055	0.9928345984738547
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01566	0	1287560.0	0.9985488052816825	0.9942619079621504
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01594	0	1273262.0	0.9988372898404552	0.9941024098166359
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01631	0	897590.0	0.998369987463684	0.997855442166605
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_01959	0	1234960.0	0.9984075862739581	0.9928703363161956
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02031	0	774592.0	0.9991140506920394	0.9968567089074809
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02085	0	1022604.0	0.9986190058058272	0.9939829767902395
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02293	0	779758.0	0.9989105206015151	0.9972972293811924
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02305	0	840910.0	0.9985850343144519	0.997981926673962
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02359	0	1413598.0	0.9991857873867791	0.9964528647712572
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02607	0	1098260.0	0.9990414288271761	0.9972919020440479
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02613	0	1056566.0	0.9990662744389384	0.9964969692721661
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02642	0	772452.0	0.9987623288880498	0.9963223771873344
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02692	0	1324416.0	0.9992149185899856	0.9973369796891616
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02821	0	466914.0	0.9953315543790717	0.9903655837013855
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02822	0	946634.0	0.9987101344036654	0.9973582746686014
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02937	0	1187456.0	0.9985593340748794	0.9941552272726893
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02942	0	752512.0	0.9978879030473733	0.9952990332607707
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_02964	0	1028156.0	0.9991418594948355	0.9973625250314839
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03019	0	1281310.0	0.9987310857002127	0.9953435147603353
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03026	0	649034.0	0.9984961868029385	0.994582607445299
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03051	0	1296498.0	0.9984521492521582	0.99669593971321
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03059	0	687760.0	0.9987877453389847	0.9943350058604616
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03076	0	1152078.0	0.998838341875349	0.9955332420283505
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03086	0	922276.0	0.998762587672768	0.9964298700036875
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03178	0	1260416.0	0.9981839203524175	0.9949479711974676
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03220	0	733570.0	0.9989109671236314	0.9958310833906037
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03260	0	993856.0	0.9988555713067724	0.9957162478456145
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03264	0	975434.0	0.9973789465803962	0.9949471552565896
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03292	0	566388.0	0.9965625882793389	0.9907933161940716
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03346	0	698758.0	0.9975958800150456	0.9958441808009784
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03451	0	543658.0	0.9982421628017188	0.9952638444306954
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03460	0	150012.0	0.9934459089416828	0.9921214391134408
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03512	0	1920708.0	0.9985703316724246	0.9969613508021529
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03589	0	724204.0	0.9970578746037935	0.9937416179733569
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Non-targeting	non-targeting_03612	0	906882.0	0.9978597874087048	0.9932239958893904
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nthl1-P1P2	NTHL1_-_2097763.23-P1P2	0	634322.0	0.9968634446366376	0.9980501097341145
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nthl1-P1P2	NTHL1_-_2097838.23-P1P2	0	744468.0	0.9975253428107707	0.9955243149272572
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nthl1-P1P2	NTHL1___2097718.23-P1P2	0	1077710.0	0.9982854385677177	0.9960241889829302
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nudt1-P1P2	NUDT1_-_2281882.23-P1P2	0	897026.0	0.9978821154938882	0.98674943418044
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nudt1-P1P2	NUDT1_-_2281885.23-P1P2	0	630928.0	0.9968459563384715	0.9915037669833212
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Nudt1-P1P2	NUDT1_-_2281940.23-P1P2	0	1233266.0	0.9973315872631241	0.9934606160110887
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Ogg1-P1P2	OGG1_-_9791952.23-P1P2	0	1199556.0	0.9969990843858647	0.9980553089839386
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Ogg1-P1P2	OGG1___9791991.23-P1P2	0	875530.0	0.9982482109431162	0.996330828323509
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Ogg1-P1P2	OGG1___9792043.23-P1P2	0	1119898.0	0.998001961252547	0.9956934673048905
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Palb2-P1P2	PALB2_-_23652582.23-P1P2	0	528914.0	0.9954604813227423	0.9951164552362195
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Palb2-P1P2	PALB2___23652376.23-P1P2	0	150982.0	0.995237149407161	0.9866352568389962
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Palb2-P1P2	PALB2___23652640.23-P1P2	0	1171354.0	0.9940356994102393	0.9815692891927291
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp1-P1P2	PARP1_-_226595726.23-P1P2	0	507816.0	0.9964313431040686	0.9960586611278421
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp1-P1P2	PARP1___226595747.23-P1P2	0	955776.0	0.9976834879011365	0.9932845222269184
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp1-P1P2	PARP1___226595771.23-P1P2	0	1051886.0	0.9968069078472933	0.9897009162968373
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp2-P1P2	PARP2_-_20811828.23-P1P2	0	349130.0	0.9979706271673404	0.9959181455048037
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp2-P1P2	PARP2_-_20811831.23-P1P2	0	888874.0	0.998280605561123	0.9974064714164367
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp2-P1P2	PARP2_-_20811834.23-P1P2	0	1082894.0	0.9977742591756755	0.9950174414026479
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp3-P1P2	PARP3_-_51976433.23-P1P2	0	824498.0	0.9979248485271852	0.9935230759766286
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp3-P1P2	PARP3_-_51977062.23-P1P2	0	1009996.0	0.9969510485693711	0.9952166244728841
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parp3-P1P2	PARP3___51976481.23-P1P2	0	1389402.0	0.9985868208751176	0.9947665505000323
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parpbp-P1P2	PARPBP_-_102513970.23-P1P2	0	920288.0	0.9989759557704008	0.9971512312091872
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parpbp-P1P2	PARPBP_-_102514014.23-P1P2	0	1130688.0	0.9994202217161245	0.9968664391933951
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Parpbp-P1P2	PARPBP___102514053.23-P1P2	0	1162956.0	0.9988224014943012	0.993687150708183
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Paxip1-P1P2	PAXIP1_-_154794646.23-P1P2	0	751656.0	0.9967032029184268	0.9966463687704801
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Paxip1-P1P2	PAXIP1___154794593.23-P1P2	0	1269382.0	0.9951283558240245	0.9937480869287866
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Paxip1-P1P2	PAXIP1___154794632.23-P1P2	0	536488.0	0.9963089112160279	0.9970042677182412
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pbrm1-P1P2	PBRM1___52719868.23-P1P2	0	393338.0	0.9954558804455124	0.9890676693667114
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pbrm1-P1P2	PBRM1___52719898.23-P1P2	0	862310.0	0.996044944099771	0.9950569213131005
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pbrm1-P1P2	PBRM1___52719904.23-P1P2	0	887696.0	0.9980395387211969	0.9933022428997571
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf1-P1P2	PCGF1_-_74734785.23-P1P2	0	626278.0	0.9995060684703159	0.9950678726588318
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf1-P1P2	PCGF1___74734467.23-P1P2	0	1209298.0	0.9995665577966086	0.9946004870988737
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf1-P1P2	PCGF1___74734777.23-P1P2	0	804738.0	0.9996168210408427	0.9964137260900666
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf2-P1	PCGF2_-_36904566.23-P1	0	1450280.0	0.9981174481752815	0.9971158518688371
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf2-P1	PCGF2_-_36904575.23-P1	0	1530912.0	0.9977173973611537	0.9965720963812682
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf2-P1	PCGF2___36904525.23-P1	0	648124.0	0.9970674717108798	0.9932798586876385
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf2-P2	PCGF2_-_36905986.23-P2	0	492514.0	0.9958524300456784	0.9946393049020544
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf2-P2	PCGF2___36905999.23-P2	0	422126.0	0.997797246673477	0.993583742049787
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf2-P2	PCGF2___36906036.23-P2	0	1005356.0	0.9956125620469969	0.9953779374173206
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf3-P1P2	PCGF3___699644.23-P1P2	0	1261054.0	0.9974311303846946	0.9925419933652658
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf3-P1P2	PCGF3___699662.23-P1P2	0	503124.0	0.9986373021578918	0.9970060001505824
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf3-P1P2	PCGF3___699665.23-P1P2	0	882148.0	0.9978664905899486	0.9981288234761412
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf6-P1P2	PCGF6_-_105110841.23-P1P2	0	1213132.0	0.9971502577568673	0.9952717984141903
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf6-P1P2	PCGF6_-_105110846.23-P1P2	0	881738.0	0.996478114707594	0.9954533628829377
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcgf6-P1P2	PCGF6___105110813.23-P1P2	0	439768.0	0.9952164361632199	0.9978699543709871
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcna-P1P2	PCNA_-_5100533.23-P1P2	0	1209370.0	0.9984082391626165	0.9980597921628923
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcna-P1P2	PCNA_-_5100552.23-P1P2	0	3188790.0	0.9984937359818462	0.9958775977743934
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pcna-P1P2	PCNA___5100640.23-P1P2	0	2300652.0	0.9990604841318333	0.9974613022795834
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pds5b-P1P2	PDS5B_-_33160674.23-P1P2	0	1121752.0	0.9962004658954484	0.9943156511546429
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pds5b-P1P2	PDS5B_-_33160727.23-P1P2	0	1086996.0	0.9978620790703037	0.998170122550477
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Pds5b-P1P2	PDS5B_-_33160730.23-P1P2	0	1141300.0	0.9979435571868585	0.9965797363168455
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Per1-P1	PER1___8059436.23-P1	0	666152.0	0.999212984980899	0.9944543611811951
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Per1-P1	PER1___8059606.23-P1	0	1398278.0	0.9991711952147568	0.995142911771946
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Per1-P1	PER1___8059611.23-P1	0	446960.0	0.9986862313402725	0.994086764947311
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Per1-P2	PER1_-_8055657.23-P2	0	1051712.0	0.998948112940337	0.9966541947095835
