Sample	T1	T1	T1	T1	T2	T2	T2	T2	T3	T3	T3	T3	Overall	Overall	Overall
Tatdn3	10.412884717515658	0.06434673940367752	1.0	inlier	23.17292600680536	0.00031281325609855415	0.9945217275146776	inlier	4.702369183351702	0.4532717116984497	1.0	inlier	0.40559352189198705	3324.0	False
Mrpl39	14.967726169054979	0.010501132776525313	1.0	inlier	14.692497770037622	0.011760317634143425	1.0	inlier	9.601960609345747	0.08733185241086094	1.0	inlier	0.4054770501224445	3325.0	False
Ereg	13.853132409800084	0.01656975046972864	1.0	inlier	13.706963728223467	0.017581972804912138	1.0	inlier	11.652666220575952	0.03986979507922184	1.0	inlier	0.4054272215778623	3326.0	False
Kat5	13.415211215365437	0.01978344604750959	1.0	inlier	11.440301364035895	0.0433161624773466	1.0	inlier	14.44571407629123	0.013012822420950254	1.0	inlier	0.4051126852232227	3327.0	False
Tmem215	2.7588400057151765	0.7371054537078728	1.0	inlier	13.987890008011572	0.015686523623365867	1.0	inlier	21.34721168265985	0.0006963807627350382	0.9999889312758509	inlier	0.4050663205095419	3328.0	False
Tm6sf1	30.59092801539826	1.1280536853175427e-05	0.16265810043025142	inlier	5.776549769034873	0.32857235653556327	1.0	inlier	4.9687720564458155	0.419703181393989	1.0	inlier	0.4049350262916597	3329.0	False
Krt8	15.967268863846957	0.006938146743025286	1.0	inlier	11.04832263628481	0.05043026119261651	1.0	inlier	12.553915543430191	0.027937665351591923	1.0	inlier	0.4049050377937622	3330.0	False
Hacd3	21.70459493193037	0.0005958046213909718	0.9998779708508684	inlier	6.764919620013106	0.2387187680168923	1.0	inlier	11.9035052448979	0.03613417295411703	1.0	inlier	0.4040591675454393	3331.0	False
4930568D16Rik	21.37788149008927	0.0006871302792600398	0.9999685853340239	inlier	8.945721006975822	0.11124884874061702	1.0	inlier	9.864535290854212	0.07916584275834182	1.0	inlier	0.40356224586786377	3332.0	False
Abcg2	25.95842351843621	9.090810315914855e-05	0.7549123916541209	inlier	7.848952310147711	0.16475898310503712	1.0	inlier	6.894914817475061	0.2285736803711249	1.0	inlier	0.4034334762658625	3333.0	False
Psg18				outlier	9.094867229332264	0.10533952831747806	1.0	inlier	16.18657785786964	0.006331090388866145	1.0	inlier	0.40279784452849265	3334.0	False
Polr1h	6.75254502730994	0.2397038619436247	1.0	inlier	22.54056187317071	0.00041312281493632863	0.9989385284324456	inlier	8.579803565846214	0.12704453045425668	1.0	inlier	0.40269453448107634	3335.0	False
Ctdnep1	7.35504704584403	0.1955454983105912	1.0	inlier	10.694265938314233	0.057790304663416614	1.0	inlier	20.61366244854418	0.0009581080198300951	0.999999836047388	inlier	0.4023822687099297	3336.0	False
Sycp2	24.0651682484692	0.00021094087482176338	0.9604864345716727	inlier	10.2021872079832	0.06970491689839753	1.0	inlier	6.066220991436896	0.2998285653376356	1.0	inlier	0.4023525487957478	3337.0	False
Ndufa5				outlier	13.791234399506367	0.01699134169927552	1.0	inlier	11.181079600925795	0.047905590425280864	1.0	inlier	0.40210080833065687	3338.0	False
Sirpb1a	10.749915849096936	0.05657017329877678	1.0	inlier	14.720930575905864	0.01162374558723367	1.0	inlier	13.261640403610635	0.021046472624761448	1.0	inlier	0.4020207001488938	3339.0	False
Xiap	14.703746428192375	0.011706101819002335	1.0	inlier	15.970365796328272	0.0069291921659137	1.0	inlier	8.359314271049266	0.13751339241431704	1.0	inlier	0.4017436263738507	3340.0	False
Ccnl1	10.017602644336087	0.0747380167013999	1.0	inlier	20.732681191546874	0.0009098645482301659	0.9999996723441268	inlier	7.523555706715013	0.18452205402514532	1.0	inlier	0.40169849175237937	3341.0	False
Rnf13				outlier	9.356306167999945	0.09566881819790718	1.0	inlier	15.8846494005408	0.007181238986742167	1.0	inlier	0.4016980948031099	3342.0	False
Tm9sf2	17.669545763801256	0.003390383350735715	1.0	inlier	8.851861914076864	0.11512078488311439	1.0	inlier	13.239595568834917	0.021234022147562093	1.0	inlier	0.40146958216819867	3343.0	False
Zfp688	21.07186786053075	0.0007851200993475027	0.9999926144551426	inlier	14.036869234308387	0.015376906215002761	1.0	inlier	4.658531323630927	0.4589565940938791	1.0	inlier	0.401366118041295	3344.0	False
Chil3	8.220691683853603	0.1444849749602366	1.0	inlier	11.809124481199673	0.03749891819486928	1.0	inlier	18.614115905289008	0.0022675115538978163	0.9999999999999999	inlier	0.4013405134439907	3345.0	False
Arpc1b	9.305996769015307	0.09746401259790827	1.0	inlier	18.077448103576465	0.0028508904801503032	1.0	inlier	10.965926594092766	0.05205975974154109	1.0	inlier	0.4010688885365572	3346.0	False
Trim46	13.095335349540328	0.022501565319674288	1.0	inlier	16.69566786755367	0.00511464281730778	1.0	inlier	9.01329320887805	0.10853510984863257	1.0	inlier	0.4009592388641042	3347.0	False
Irgm2				outlier	1.8342699176130806	0.8715686398020066	1.0	inlier	23.854029865065854	0.00023159309301634678	0.9787248987271143	inlier	0.4006369920909235	3348.0	False
Tppp3	21.04730885940829	0.0007935562589748146	0.9999934798820664	inlier	12.710692637939966	0.026246111738423727	1.0	inlier	6.061385651645315	0.3002915806120914	1.0	inlier	0.4005019475887472	3349.0	False
Heatr9				outlier	19.232824726275528	0.0017393177267269744	0.9999999999994579	inlier	5.363922045655394	0.3730980899885541	1.0	inlier	0.4005009896731818	3350.0	False
Zbtb26	10.448351514160603	0.06348356516019638	1.0	inlier	15.138704096066151	0.009785830000146212	1.0	inlier	13.035137232564209	0.023051709800973708	1.0	inlier	0.4003635749887502	3351.0	False
Cd302	16.55136071056833	0.005434143585235418	1.0	inlier	13.960886029379415	0.015859791436680704	1.0	inlier	8.769855273530416	0.11860353588929295	1.0	inlier	0.3999672076406584	3352.0	False
Serpinb6a	18.10507727493633	0.0028175559335765765	1.0	inlier	7.385161656877496	0.19353464825023725	1.0	inlier	14.34130144370742	0.013580773334944896	1.0	inlier	0.39952533673580587	3353.0	False
Gdpd4	8.122918023585338	0.14959021567190767	1.0	inlier	10.15742355146831	0.0708956403608344	1.0	inlier	20.39488634839356	0.0010534454367714385	0.9999999643921386	inlier	0.399443355463172	3354.0	False
Stx2	11.711057281294137	0.03896879036791889	1.0	inlier	9.537142558484199	0.089464053440514	1.0	inlier	17.81540450946628	0.0031868771331512447	1.0	inlier	0.3993595892919908	3355.0	False
Cox4i1	30.602279135181455	1.1222544628597397e-05	0.16191237627195842	inlier	3.1534428094892406	0.6763430530437392	1.0	inlier	7.537389587579619	0.18364152219700003	1.0	inlier	0.39860442143280145	3356.0	False
Dpp4	16.26347779798153	0.006130740029770543	1.0	inlier	15.097195079385545	0.009955012079066794	1.0	inlier	7.7763593250762275	0.1689992339758497	1.0	inlier	0.39857856532578473	3357.0	False
Hmgn2	9.85008799492056	0.0795960973193649	1.0	inlier	6.395190310700751	0.26964118627775324	1.0	inlier	22.80146192595231	0.0003683772637612659	0.9977396604793275	inlier	0.3984264552096517	3358.0	False
Kpna4	4.770846623709179	0.44448162167628147	1.0	inlier	11.370636260867508	0.0445069071166847	1.0	inlier	22.09034354485635	0.000503291817567808	0.9997488070549625	inlier	0.3982782320719183	3359.0	False
Brms1	22.80642589060132	0.00036757407242082873	0.9962786457024458	inlier	10.026840068635963	0.07447830701963853	1.0	inlier	7.248179057133331	0.20282751476619	1.0	inlier	0.39811422088839793	3360.0	False
Mtarc2	9.337062801824889	0.09635186449019839	1.0	inlier	6.027540156799609	0.3035483595079296	1.0	inlier	23.644195227062866	0.00025409569401102505	0.9852796516037525	inlier	0.39810532593370557	3361.0	False
Nckap1	10.733380379948782	0.05693016545745655	1.0	inlier	9.107991823644026	0.10483348336374088	1.0	inlier	19.087274264470704	0.0018514968552175715	0.999999999999889	inlier	0.3973602315085835	3362.0	False
Wasf1	2.9250287846122194	0.711543095238244	1.0	inlier	10.504308264263734	0.06214371771823124	1.0	inlier	24.64511933828921	0.0001631254843253993	0.9344584089784773	inlier	0.39735677767534644	3363.0	False
Zfp703	11.862503003890692	0.036721159495875844	1.0	inlier	14.490268297985994	0.01277752831828105	1.0	inlier	12.334709260722136	0.03047844401455302	1.0	inlier	0.3968958439629433	3364.0	False
Gm5168	4.208642934050123	0.5197842521850395	1.0	inlier	26.794913946946064	6.253447288362413e-05	0.6528692710457847	inlier	6.160257985469232	0.29093603147643565	1.0	inlier	0.39682712678275894	3365.0	False
Acnat2	11.508465368437475	0.04218032090960111	1.0	inlier	16.08090705797232	0.0066168370311251445	1.0	inlier	10.947312897639591	0.05243467863187723	1.0	inlier	0.39639422217963355	3366.0	False
Ttc37	9.485616678272653	0.09119313108002658	1.0	inlier	3.3100112105583372	0.6523093230761712	1.0	inlier	26.331507942322304	7.694896198440215e-05	0.7257501493933702	inlier	0.39609178562509034	3367.0	False
Gfm1	6.68069801448074	0.24549057642831895	1.0	inlier	19.05263034415528	0.0018792272779686314	0.9999999999999418	inlier	12.12181424341092	0.03315623475975937	1.0	inlier	0.3957390061077106	3368.0	False
Tpbpa	10.062565715092276	0.07348176061205292	1.0	inlier	21.737717691072277	0.0005872430360601699	0.9999380282402622	inlier	6.21584510521379	0.28577926972913725	1.0	inlier	0.3956451928019815	3369.0	False
Gtf2e1	12.694134595996484	0.026420025429259142	1.0	inlier	9.14036957881458	0.10359457982909515	1.0	inlier	17.221985414765083	0.004097480117546515	1.0	inlier	0.3954565254209907	3370.0	False
Gpr155	1.8583040659024763	0.8683833668281823	1.0	inlier	14.362118454526378	0.013465658948534909	1.0	inlier	21.428665997616793	0.0006720785292105846	0.9999837235844016	inlier	0.3949489245586097	3371.0	False
Vmn1r203	5.540656315477157	0.3535083618112702	1.0	inlier	20.32383827353551	0.0010863703243033651	0.9999999810936219	inlier	11.770519510597918	0.03807114612032825	1.0	inlier	0.39486855342226473	3372.0	False
Potefam1				outlier	10.131835138591214	0.07158478353701825	1.0	inlier	14.904114933587797	0.010779993848852532	1.0	inlier	0.3945668487541103	3373.0	False
Rasgrf1	25.35406104295431	0.00011902493080739873	0.8404430930119933	inlier	8.353572942037513	0.13779604622926356	1.0	inlier	6.608753104437954	0.25140108019454277	1.0	inlier	0.39447136260637633	3374.0	False
Timp1				outlier	7.624380901909832	0.17818789811708113	1.0	inlier	17.56406462824312	0.0035454246395928424	1.0	inlier	0.3943669035320687	3375.0	False
Oas1a	12.394533287804487	0.02976394614212219	1.0	inlier	11.580418467815234	0.04101199018885593	1.0	inlier	14.848292978751871	0.011030612850421062	1.0	inlier	0.39390218930891924	3376.0	False
Vmn2r109	14.463727919472277	0.012917189404334173	1.0	inlier	5.633340201361478	0.34354604259156685	1.0	inlier	19.282066571350818	0.0017028987616940494	0.9999999999988302	inlier	0.3933135250961384	3377.0	False
Papolb	9.133230796997806	0.10386658254885495	1.0	inlier	9.3762052213449	0.09496717815769118	1.0	inlier	20.102022679197564	0.001195816567710839	0.9999999962999899	inlier	0.3930070326342403	3378.0	False
Atxn2l	7.544162749498975	0.18321174273523544	1.0	inlier	10.344311689978108	0.06604684456560228	1.0	inlier	20.50406443012924	0.0010047555397383334	0.9999999223981728	inlier	0.39293667748148886	3379.0	False
Rab6b	28.50849829053463	2.894635184347294e-05	0.3639429219651278	inlier	5.957582383716688	0.31036824665426366	1.0	inlier	6.228969979942762	0.2845724480179386	1.0	inlier	0.3920109544515704	3380.0	False
Zfp706	27.18535847817839	5.249152527964096e-05	0.5578736844601359	inlier	2.1962177830474103	0.8213820987942521	1.0	inlier	11.414307273906314	0.04375689290912077	1.0	inlier	0.39187175013470094	3381.0	False
Pir	29.317602757447506	2.0087039034666354e-05	0.2701584045930382	inlier	7.630911835509297	0.1777842270786718	1.0	inlier	3.714153124084823	0.5912591820712395	1.0	inlier	0.39179416738246026	3382.0	False
Myl4	13.265863610542704	0.021010725290983467	1.0	inlier	5.512940111613629	0.3565290370209421	1.0	inlier	20.433401973900494	0.0010360092208550054	0.9999999530384377	inlier	0.39158659317091266	3383.0	False
Clec4e				outlier	18.309663464492502	0.0025823304443300943	1.0	inlier	6.126204769738601	0.29413166556465975	1.0	inlier	0.3905372500176495	3384.0	False
Ifi214				outlier	14.56303725624843	0.012402058412702588	1.0	inlier	10.08758134217325	0.07279136288763255	1.0	inlier	0.3896411529617797	3385.0	False
Vmn1r89	26.301850361368626	7.797622105421009e-05	0.7012919651542988	inlier	5.790871613691102	0.327102818468362	1.0	inlier	8.314037223841401	0.1397566189555124	1.0	inlier	0.3895182315591352	3386.0	False
Myo9b	6.304757436224205	0.2776838245960971	1.0	inlier	21.10220116192752	0.000774822324386415	0.9999970659910394	inlier	10.077189565846686	0.07307742581275589	1.0	inlier	0.38948515178520177	3387.0	False
Pip5k1a	8.199851265843927	0.14555993997715888	1.0	inlier	16.16514071333321	0.006388069399691831	1.0	inlier	13.594325663302994	0.018402394232963748	1.0	inlier	0.3888833668435659	3388.0	False
Krt31	15.48974257533991	0.008462431096806666	1.0	inlier	14.238168711372229	0.014165258745775455	1.0	inlier	9.067509951491864	0.10640152206404252	1.0	inlier	0.38887529329494624	3389.0	False
Icos				outlier	17.42890204126972	0.0037542645453150225	1.0	inlier	7.001861051389212	0.2205019359794974	1.0	inlier	0.38779329976726823	3390.0	False
Mmp1b	11.593929195049887	0.04079606097207433	1.0	inlier	3.471144254197419	0.6277582982616835	1.0	inlier	23.97077503321759	0.00021993850740664733	0.974260779472054	inlier	0.3873351642796988	3391.0	False
Klk1b4	17.598465897442285	0.0034941126563212688	1.0	inlier	11.254950600295647	0.046552932880776	1.0	inlier	10.28448391563358	0.06756432003259827	1.0	inlier	0.387318879555081	3392.0	False
Gsap	19.267809897561197	0.001713365165824321	0.9999999999907396	inlier	8.007593164561563	0.15581764958168243	1.0	inlier	12.220330521535177	0.03189033756233006	1.0	inlier	0.387037598960573	3393.0	False
Acaca	8.7335125536374	0.12017730773188107	1.0	inlier	22.831739430857716	0.00036350504811444306	0.9976175922577504	inlier	5.959186410317876	0.3102105413057292	1.0	inlier	0.3867513982629544	3394.0	False
Ppp1r10	7.803331703755834	0.16741266563132506	1.0	inlier	20.431499565631963	0.001036863742226668	0.9999999579908059	inlier	9.338299195626139	0.09630784423897065	1.0	inlier	0.3864431200191054	3395.0	False
Skint8	16.23500703575746	0.006204184952523395	1.0	inlier	10.355579682311383	0.06576462925721716	1.0	inlier	12.440317159681724	0.02922797165545976	1.0	inlier	0.38642606197622786	3396.0	False
Fermt2	6.317202716590475	0.2765656055487591	1.0	inlier	12.9918921616942	0.02345486589835344	1.0	inlier	18.57762626805445	0.002303160375612623	0.9999999999999999	inlier	0.3862621946143993	3397.0	False
Fam98a	12.102240885006921	0.03341338502551028	1.0	inlier	10.426173546823847	0.06402204408148582	1.0	inlier	16.067666680385923	0.006653514572516173	1.0	inlier	0.3856785753109539	3398.0	False
Taar7e	12.073220956876701	0.03379814235123835	1.0	inlier	10.108244186989738	0.07222565362281586	1.0	inlier	16.424641638313084	0.005730698998061445	1.0	inlier	0.38546540242783894	3399.0	False
Snx1	6.617112836064529	0.25070830515878006	1.0	inlier	15.747658985690709	0.007602692607253769	1.0	inlier	15.33778372652029	0.0090124616359063	1.0	inlier	0.38501063069413116	3400.0	False
Gm884	13.954157978609	0.015903247789983754	1.0	inlier	15.263262708156518	0.00929473909969003	1.0	inlier	9.22962245981921	0.10024841949017105	1.0	inlier	0.3848206028772548	3401.0	False
Tex15	14.43270122919598	0.013082331660369872	1.0	inlier	19.809818494868935	0.0013566894326106915	0.9999999997534909	inlier	3.9656110423371413	0.5543776975588746	1.0	inlier	0.3847768948589158	3402.0	False
Tas2r118				outlier	4.416451275481593	0.4911391806691745	1.0	inlier	20.758911429104867	0.0008995584090492059	0.9999995814629208	inlier	0.38462398231369643	3403.0	False
Snx10	12.710566882710827	0.02624742843978256	1.0	inlier	8.867005949300562	0.11448788047175851	1.0	inlier	17.136599832384515	0.004247886780344379	1.0	inlier	0.38448784997394475	3404.0	False
Srprb	4.355578999788557	0.499435756711865	1.0	inlier	17.17007383929023	0.004188289969971226	1.0	inlier	15.847510567794407	0.007293195659001994	1.0	inlier	0.3844536473177104	3405.0	False
4930558K02Rik				outlier	8.789885585145774	0.11774415699669727	1.0	inlier	16.107425512413304	0.0065439688424787645	1.0	inlier	0.38442252563022034	3406.0	False
Trim34b	18.811713664474485	0.0020836687328761316	0.9999999999999561	inlier	10.027553093026794	0.07445829529952075	1.0	inlier	10.381650233976256	0.06511598675322094	1.0	inlier	0.38388858491869104	3407.0	False
Ubap2l	15.62053296385421	0.008015265195255528	1.0	inlier	19.329090114243044	0.0016688201192762708	0.9999999999983512	inlier	3.3735650863997324	0.6425990929759184	1.0	inlier	0.3838151718447258	3408.0	False
Cabin1	11.487476546367379	0.042527023443884926	1.0	inlier	19.931967781430455	0.0012870037054115713	0.9999999992471277	inlier	6.448426752945948	0.2649959518655316	1.0	inlier	0.38345770133097856	3409.0	False
Wdr45b	13.202075736496989	0.02155692632420969	1.0	inlier	3.5926087660603	0.609423393712264	1.0	inlier	22.258816344662304	0.00046747827430349	0.9995498110876369	inlier	0.3833049552059844	3410.0	False
Dhx33	3.4282254962322027	0.6342747544629015	1.0	inlier	9.77269336437886	0.08193811652014649	1.0	inlier	24.490019582916457	0.00017474655315929954	0.9458731711676072	inlier	0.38281318518149915	3411.0	False
Gh	26.33648673879983	7.677782905390895e-05	0.6957630608611759	inlier	9.06009057829697	0.10669121799212733	1.0	inlier	4.583870636611056	0.4687408556479772	1.0	inlier	0.382677328300645	3412.0	False
Selenoi	12.33061550842646	0.03052793112155039	1.0	inlier	15.739686442684695	0.007627947751314923	1.0	inlier	10.115475690334222	0.0720286375820266	1.0	inlier	0.38263195752515405	3413.0	False
Serpinb6d	30.392879534390378	1.2341615195587963e-05	0.17642262900098532	inlier	2.9763734137178766	0.7036285340365441	1.0	inlier	7.388604049748708	0.19330593051364942	1.0	inlier	0.3826307915869289	3414.0	False
Tmem212	25.894231147198465	9.35509238101373e-05	0.7645975067928169	inlier	2.929411228842066	0.710867711736638	1.0	inlier	11.49530822063723	0.04239734183291821	1.0	inlier	0.3826272758893407	3415.0	False
2010109A12Rik				outlier	14.798788120035569	0.01125758907835428	1.0	inlier	9.6825020130295	0.08474779338331251	1.0	inlier	0.3825967188331404	3416.0	False
Arpc1a	17.68023923556351	0.0033750411056587826	1.0	inlier	11.889067201474568	0.036339842040225556	1.0	inlier	9.36304986685565	0.0954305038633323	1.0	inlier	0.38203560249547963	3417.0	False
Rab3ip	12.757600473082183	0.025759357631309876	1.0	inlier	13.847722584702526	0.01660619100627858	1.0	inlier	11.708905796087992	0.03900164308690135	1.0	inlier	0.3816643484340805	3418.0	False
Atp8b5	2.229661891943962	0.8165401130006706	1.0	inlier	17.066290746754024	0.004375775597222464	1.0	inlier	17.76997474173617	0.003248944675236065	1.0	inlier	0.3812641453458398	3419.0	False
Luc7l2	19.607759871179496	0.001480192235233102	0.9999999997276142	inlier	7.643610797695275	0.17700160249150798	1.0	inlier	12.108842496556639	0.03332644290189324	1.0	inlier	0.3812143027051757	3420.0	False
Klk1b5	16.23223105395562	0.0062113917594481816	1.0	inlier	15.457160147028839	0.008577547915748274	1.0	inlier	6.843493100570347	0.23254256603974388	1.0	inlier	0.3810012276582216	3421.0	False
Tmx3	19.904870971132585	0.0013021519331116727	0.9999999963136019	inlier	8.948986326606533	0.11111630376429105	1.0	inlier	10.440955992846431	0.06366265503882762	1.0	inlier	0.3808223619616071	3422.0	False
Rxfp4	24.369427815760073	0.0001843446950211547	0.9409843089185206	inlier	2.494540240028294	0.7773170964563979	1.0	inlier	13.270503236216518	0.020971520459962534	1.0	inlier	0.38074469874738054	3423.0	False
Dnah7b	29.98088708830343	1.4876887714621034e-05	0.20836760013794806	inlier	1.6154117150673448	0.89937935532113	1.0	inlier	9.118538191015007	0.10442845769911369	1.0	inlier	0.37996584733851635	3424.0	False
Foxh1	12.900216403820789	0.024332009231318397	1.0	inlier	7.504108779262658	0.1857660659461735	1.0	inlier	18.263706447787516	0.002633433448934519	1.0	inlier	0.37992959703872264	3425.0	False
Fpr1				outlier	7.436091415034377	0.19017457624358514	1.0	inlier	17.447308720407566	0.0037251320457064585	1.0	inlier	0.37992852739034294	3426.0	False
Net1	21.836995776272285	0.0005623018439324667	0.9997991258615405	inlier	10.487490146133766	0.0625436078767525	1.0	inlier	7.031072330813143	0.21833965811123168	1.0	inlier	0.37982846053111885	3427.0	False
Bcap31	19.06422690482127	0.0018698998075667994	0.9999999999990404	inlier	14.471898066637532	0.01287403972950052	1.0	inlier	5.2628712650864	0.38464847219861276	1.0	inlier	0.37876484728396487	3428.0	False
Fam20b	12.553784602384983	0.027939120797650374	1.0	inlier	10.664773324724694	0.05844690825583487	1.0	inlier	15.17629338862636	0.009635034220049965	1.0	inlier	0.3786714596025062	3429.0	False
Cyp3a59	27.285616987128073	5.018192188244175e-05	0.5418686662372437	inlier	6.307979190074025	0.2773939970294498	1.0	inlier	6.515985221331934	0.2591954881781302	1.0	inlier	0.37853777547784967	3430.0	False
Strn4	3.409660522278127	0.6370990239196339	1.0	inlier	23.294874195947365	0.00029644432520492536	0.9928184013367791	inlier	9.987788644011331	0.0755819898183624	1.0	inlier	0.3782330508306186	3431.0	False
Fdft1	7.918300533404782	0.1607960957622453	1.0	inlier	13.374529528344368	0.020110742013414118	1.0	inlier	16.459273867179245	0.005648118539501978	1.0	inlier	0.3781233181808637	3432.0	False
Cox8a	8.97631205933896	0.1100127285870447	1.0	inlier	18.353960521281586	0.0025339939188470106	1.0	inlier	10.207300883748676	0.06957008482548255	1.0	inlier	0.377914536559508	3433.0	False
Yap1	10.080266195998966	0.07299262407545226	1.0	inlier	11.832781442467265	0.03715230867741981	1.0	inlier	16.140886528868634	0.006453138557960925	1.0	inlier	0.37791313040553653	3434.0	False
Svs3b	6.129928021935084	0.293780910658231	1.0	inlier	9.14417206364813	0.10344996308987842	1.0	inlier	22.555377306493586	0.0004104440433784218	0.9988598445028056	inlier	0.3777677739808422	3435.0	False
Ndufv2	14.388437685163108	0.013321468569718165	1.0	inlier	3.2367513308782145	0.6635380562931172	1.0	inlier	21.367889590948817	0.0006901306076687597	0.9999877962202102	inlier	0.3772536802348517	3436.0	False
Sult2a1	15.850533468328077	0.007284019836695799	1.0	inlier	13.769049934583446	0.017144944720250743	1.0	inlier	8.853362357235696	0.1150579363396802	1.0	inlier	0.37711003948152283	3437.0	False
Il10rb				outlier	10.52140787419922	0.06173958994671036	1.0	inlier	14.10545969168609	0.014953218805115576	1.0	inlier	0.37703494790134384	3438.0	False
Vmn1r237				outlier	13.202092502913272	0.0215567809803604	1.0	inlier	11.254102571242026	0.04656825437052714	1.0	inlier	0.3769004591440399	3439.0	False
4930407I10Rik	14.609643028703916	0.012167219299310417	1.0	inlier	16.2955444453189	0.006049033555490579	1.0	inlier	7.279824598125285	0.20064725448288934	1.0	inlier	0.3768665452446596	3440.0	False
Ctsr	28.629232446165734	2.741222774371721e-05	0.3486841194041709	inlier	5.625748502037408	0.3443540171046471	1.0	inlier	5.961828964298209	0.30995086653265247	1.0	inlier	0.37649044274975885	3441.0	False
1700016K19Rik	6.445879405991062	0.265216725590961	1.0	inlier	17.9871459065654	0.0029625575494767187	1.0	inlier	12.828595011173924	0.025039073290077818	1.0	inlier	0.3763822087195672	3442.0	False
Frs2	14.248319233597899	0.014106670605395943	1.0	inlier	16.832707084371656	0.004828247547165487	1.0	inlier	7.008301615358036	0.22002363812086478	1.0	inlier	0.37605850092927495	3443.0	False
Sft2d2	15.316548462780176	0.009092038845126216	1.0	inlier	20.465432397387175	0.0010217254890839689	0.9999999464352467	inlier	2.1713431317143232	0.8249643352057814	1.0	inlier	0.3756450835976583	3444.0	False
Rtn4ip1	24.433739485624738	0.00017916286388586222	0.936189006002916	inlier	11.966986882754952	0.03524294726353838	1.0	inlier	2.973162130367453	0.7041236243103894	1.0	inlier	0.37545110081326377	3445.0	False
Dsc1	19.168798528633292	0.0017878170338605504	0.9999999999968492	inlier	12.850059133688067	0.024825133265254484	1.0	inlier	6.770496271525533	0.23827593943146974	1.0	inlier	0.37507706533543544	3446.0	False
Mta3	7.8311535602265705	0.16578987077973906	1.0	inlier	19.060908113060623	0.0018725645608190788	0.9999999999999354	inlier	10.393237514887186	0.06482961585764158	1.0	inlier	0.375010141258324	3447.0	False
Txlna	6.4900512830724	0.2614096926472147	1.0	inlier	25.450133874990982	0.00011403918101438038	0.8532197388831475	inlier	4.8019841241073795	0.44052129779952964	1.0	inlier	0.3746548969246413	3448.0	False
Sema4g	27.37562778848485	4.8194375695143066e-05	0.5275740960815462	inlier	6.61340927015371	0.2510150262876505	1.0	inlier	5.981749794121335	0.3079987959581286	1.0	inlier	0.37463307725146283	3449.0	False
Defb40	7.363111415597334	0.19500525327967433	1.0	inlier	14.387830884780067	0.01332477605347182	1.0	inlier	15.759543538439418	0.007565196102976901	1.0	inlier	0.37436501829038143	3450.0	False
Cavin4	14.119314545809395	0.014869016093693954	1.0	inlier	5.481360275477466	0.3599941238781421	1.0	inlier	19.12597742900329	0.0018209922854794947	0.9999999999998205	inlier	0.37422882234485294	3451.0	False
Dzip3	5.284384501139034	0.3821681678806197	1.0	inlier	17.106629983416184	0.004301947484203539	1.0	inlier	14.72384037184726	0.011609855874648023	1.0	inlier	0.3737145045709833	3452.0	False
Tsacc	8.791537041456968	0.1176735556111782	1.0	inlier	9.156806563053884	0.10297077049911041	1.0	inlier	19.995406739060368	0.0012522133191895657	0.9999999984842243	inlier	0.37332348067799764	3453.0	False
Arpc5l	21.594307116354532	0.0006252087455318467	0.9999211515030741	inlier	11.08699291672597	0.04968219224287851	1.0	inlier	6.397061222357713	0.2694768185606964	1.0	inlier	0.37327041015529555	3454.0	False
Bex4	3.213976341825537	0.6670353721440107	1.0	inlier	21.409706677585397	0.0006776593745441151	0.9999857786466892	inlier	11.990847374528377	0.03491340806781196	1.0	inlier	0.3728699325996045	3455.0	False
Resf1	19.476371343577995	0.0015663612362678547	0.9999999999218531	inlier	5.587899521375687	0.34840361763791095	1.0	inlier	14.132045930612144	0.014792045213162908	1.0	inlier	0.37271926725605625	3456.0	False
Plcz1				outlier	5.838693973928785	0.32223250840871187	1.0	inlier	18.96642034203506	0.0019500154479599185	0.9999999999999765	inlier	0.3718062605724767	3457.0	False
Gab3	7.880476574989902	0.1629469819993914	1.0	inlier	17.55367283300068	0.003561069245132442	1.0	inlier	11.834377207324591	0.037129038333484576	1.0	inlier	0.3714883941362401	3458.0	False
Armcx6	14.359729194875722	0.013478823035939391	1.0	inlier	6.096348367966494	0.296956400731211	1.0	inlier	18.16227439372462	0.002749756807240211	1.0	inlier	0.3713903212928575	3459.0	False
Rab3il1	21.557619189620752	0.0006353038503914554	0.999932009100666	inlier	11.723948622833236	0.038772492094580446	1.0	inlier	5.687386496338823	0.33783534235433965	1.0	inlier	0.37126669277710994	3460.0	False
Trdn	14.793039475465033	0.011284237726940316	1.0	inlier	10.832311788122208	0.05480800305541955	1.0	inlier	12.734680769810156	0.02599610103819383	1.0	inlier	0.37125196168541313	3461.0	False
Lta				outlier	10.163812176671259	0.07072454968412756	1.0	inlier	14.358341340832165	0.013486475399826503	1.0	inlier	0.37124331968397717	3462.0	False
Gchfr	15.38550898003271	0.008836076904657708	1.0	inlier	13.470801693420443	0.01934448089849128	1.0	inlier	9.39383408298595	0.09434953833284654	1.0	inlier	0.3711613842632559	3463.0	False
Aadacl2fm2				outlier	16.501274678668654	0.005549524145979201	1.0	inlier	7.608756396019189	0.17915688426407583	1.0	inlier	0.3705319931436375	3464.0	False
Ceacam12	18.46634018471389	0.002415311003878484	0.9999999999999997	inlier	11.43752273143726	0.04336307284595464	1.0	inlier	8.749529829680501	0.11948138472451586	1.0	inlier	0.3703569250534156	3465.0	False
