Sample	T1	T2	T3	Overall	Overall	Overall
Tle2	8.102778175214986	11.767653291688799	3.0706012665257996	-0.07589856324401839	7238.0	False
Skint1	5.231259612691741	8.76501124606459	8.828122288243872	-0.07594983394631326	7239.0	False
Ccdc138	4.700116467381048	11.03971550958948	6.8984445070303195	-0.07595667148797212	7240.0	False
Nrros	10.102158623115555		6.005628548231793	-0.07596096997921917	7241.0	False
Luc7l	5.577072588526125	4.55348540353825	12.972738569449914	-0.07597918251502628	7242.0	False
H2-M2	16.193777306856934	4.327505714882412	3.661088504167062	-0.07612796177043452	7243.0	False
Zfp185	8.612039565856758	5.887453462496702	8.827167427682916	-0.07613613531658546	7244.0	False
Tubb4a	8.139475105920132	5.926862175282225	9.209170875980222	-0.07617262265285064	7245.0	False
Frmpd3	5.505151979316459	6.212962484388785	11.274422591611748	-0.07619178981287401	7246.0	False
St3gal6	4.128821675468891	13.977122650706747	4.295221345498006	-0.07621946973229242	7247.0	False
Echdc1	12.911646884479074	6.6916375380707995	4.101974981420864	-0.07638868988252982	7248.0	False
Fabp6	11.913572200916187	6.0956911854023605	5.629908831457214	-0.0763913475030253	7249.0	False
Csf1r	9.424896586033961	7.29870567184026	6.594525336788888	-0.07639301870539326	7250.0	False
Tmem104	10.33983862577245	8.503014594994653	4.496398824025754	-0.07642661802372529	7251.0	False
Pex11b	1.748188502422425	8.111633538799286	12.63522815193231	-0.07643906658680562	7252.0	False
Shpk	4.171692273046445	12.446967337601068	5.8682411562791	-0.07645116916993357	7253.0	False
Calcrl	15.781083095953521	1.9963674351152594	6.487920435194095	-0.07646274239038879	7254.0	False
Arsb	2.4934427534881776	4.697137264808427	15.576542043962018	-0.07649146073790762	7255.0	False
Adprm	3.2877339013812077	9.971188581268356	9.2811129969448	-0.07650379979639654	7256.0	False
2210408I21Rik	8.586725389213903	6.071729502117052	8.63784985090113	-0.07665701679820762	7257.0	False
Adamtsl4	7.941160246821081	6.2720079971564635	9.003839366097235	-0.07673430001141376	7258.0	False
Sumf2	9.428940809994536	8.866096523702613	4.919234701232532	-0.07679206806867905	7259.0	False
Cps1	5.713944332161788	8.0832755588724	9.080543725651554	-0.07701612208551441	7260.0	False
Lin9	5.7966794476359205	10.56356058424473	6.381523171850234	-0.07701811850676442	7261.0	False
Sema4c	3.7837241118052596	15.421446934714501	3.049433281585752	-0.0770652117682606	7262.0	False
A4galt	11.844216363786321	6.047429851437224	5.7193789168506415	-0.07712188997453243	7263.0	False
Npvf	9.276385567523649	5.148739906402935	8.979025493955929	-0.0771267107142768	7264.0	False
Msr1	14.009996153025083	3.0682231362658126	6.923453522132655	-0.07715533195176573	7265.0	False
Ceacam5	10.554624962331626	2.9352009658555174	10.170887804628686	-0.07716099282174382	7266.0	False
Socs3	7.104959948370693	5.5791621333899695	10.468379475999246	-0.0773584379878105	7267.0	False
Ndufb8	14.908609716112974	6.757299186288605	2.1962056246874986	-0.07763091337889061	7268.0	False
Susd4	3.5896312114668083	9.500749577138015	9.464715213060966	-0.07780744099326808	7269.0	False
Fis1	8.300500736163691	7.930010644061466	6.889809627089169	-0.07784670591513775	7270.0	False
Adgre4	2.064482794745012	8.221908712798077	12.18773966000817	-0.07785403531895574	7271.0	False
Rad23a	4.3314177471154585	13.56171564353371	4.491609368366094	-0.0780800796247899	7272.0	False
Magi3	8.646586686820468	10.486164303013766	3.862782885934701	-0.07818212762786299	7273.0	False
Naaa	12.228355174832263	6.705237119325863	4.640467826608086	-0.07826361462143168	7274.0	False
Zfp879	8.319973233529444	1.3528631562228246	13.817400836340536	-0.07829322996203876	7275.0	False
Obscn	8.675386235073107	7.485096484523811	7.000443042428659	-0.07855066670654116	7276.0	False
Desi1	8.479658307343175	6.864966264507219	7.83074532771274	-0.07860823206843663	7277.0	False
Rps6kb1	4.052883268887005	6.152562745184118	12.562193629024586	-0.07869004745204618	7278.0	False
Fcgr3	4.442291278626168	6.308348970149636	12.045695073033214	-0.07873633708740635	7279.0	False
Dmc1	13.8257633887696	2.124086836582697	8.036056029470384	-0.078744091888699	7280.0	False
Jrkl	8.727527717281493	6.903265574862275		-0.0788280953746142	7281.0	False
Mlph	10.974942861157702	6.453222733653787	6.015128496739417	-0.07884312033014594	7282.0	False
Tmeff2	6.578379033654772	10.353381619191545	5.8370614520847495	-0.07896985947167322	7283.0	False
Sh3kbp1	6.193325228680554	5.700629160094481	11.105365074260998	-0.079010083794968	7284.0	False
Slc6a9	8.866511634399105	6.53634917211675	7.81734242649647	-0.07901378961735037	7285.0	False
Doc2a	16.132047026937624	3.65890796216168	4.3268917991094415	-0.07909143287100169	7286.0	False
1700006A11Rik	6.513857762418071	6.304809826352236	10.174348168737106	-0.07911641584517777	7287.0	False
Vmn2r85		7.119912240863465	7.705742623987629	-0.07911895104676112	7288.0	False
Oog3	12.29546998627031	6.437947822877716	4.834690573268158	-0.07912557913167452	7289.0	False
Slx1b	8.945786819882196	6.162935458348067	8.136076859670458	-0.0791699514001532	7290.0	False
Rsph6a	6.690808880996507	7.40572778125319	8.841945465888436	-0.07937071169792637	7291.0	False
Col3a1	6.395451065597313	5.132959698636428	11.512233167588345	-0.07937853143533595	7292.0	False
Syn3	3.364747571314411	3.642309774178846	15.81449883997077	-0.07938221032909527	7293.0	False
Gmfb		10.098555953242304	4.547980595708544	-0.07938645694935095	7294.0	False
Myct1	14.498974827757948	4.937953325857342	4.4315761716911375	-0.07940325656950868	7295.0	False
Dusp3	12.243147761531683	5.425762582410853	5.942870774091063	-0.07942833838161471	7296.0	False
Nbea	5.348782750983738	9.884851174659486	7.413583815350245	-0.0797272901787353	7297.0	False
Mlh3	6.80963532658739	10.661670843206776	5.271976426132213	-0.07991297485497932	7298.0	False
Pros1	6.026830613260985	5.414554345721325	11.52214700865285	-0.08009666093881605	7299.0	False
Kel	11.329186283794476	3.000013844750311	9.30722719288956	-0.08016860754149986	7300.0	False
Ythdf2	2.905064825903041	7.179780681203605	12.458413663880822	-0.08017974374604979	7301.0	False
Hsp90ab1	11.299952493249036	3.109397575035007	9.216143148921647	-0.08021808377858257	7302.0	False
Msantd4	9.447909979578647	2.0781950020938686	11.971543733986232	-0.08024954259562496	7303.0	False
Dusp15	14.656392270835758	5.46903271186061	3.6997980251373703	-0.0802650987457962	7304.0	False
Musk	13.002420026862495	4.51290574601017	6.197368782609947	-0.08030553042217127	7305.0	False
Myo10	12.035476797133386	6.214144486382281	5.263196938290161	-0.08040882267022172	7306.0	False
Gabrg3	7.9155470150044565	4.999159512810478	10.250654808857208	-0.08048791647275742	7307.0	False
St13	10.572946790171672	4.0225696718942325	8.893540320168922	-0.08052269950623313	7308.0	False
Gdf15	4.708556031327637	14.442324565145459	3.1402009141643696	-0.08053382628924517	7309.0	False
Tex9	5.078959656363675	10.445549567206504	7.031684037634555	-0.08067842244070735	7310.0	False
Chrdl1	8.33063253302176	2.246398211456702	12.78343974922525	-0.0806978923440434	7311.0	False
Ncstn	2.7524310079210514	11.816737822287521	7.671632890694138	-0.08070809718102884	7312.0	False
Fndc3a	8.1289845139582	7.6122446636208725	7.284293635397896	-0.08077335191147776	7313.0	False
Hilpda	8.845030482065718	5.959869839598886	8.38862240344434	-0.08078373928697204	7314.0	False
Ubl7	5.595368416217088	8.267291655728735	8.868455717606793	-0.08079652745331574	7315.0	False
P2ry10b	4.917851240750561	6.584273483819838	11.255807578434743	-0.08088040108944772	7316.0	False
Lonrf2	4.107360910509	2.195307286241509	16.628651706381945	-0.08088572215512557	7317.0	False
Vmn2r25		7.583114877068033	7.175647722690792	-0.08094601622320119	7318.0	False
Pagr1a	9.990871074933345	7.645526294741007	5.568470702971414	-0.08097185032386571	7319.0	False
Dync2i2	5.610129446395741	5.7472817122154485	11.515993909527248	-0.08097307153294535	7320.0	False
Mknk1	12.613933978127726	7.972369944216577	2.8597783535457824	-0.0811040979688528	7321.0	False
Ushbp1	6.230769447668951	11.688229502079743	4.664671758673138	-0.08117870660712243	7322.0	False
Zfp280b	4.506119152230321	5.899563682884868	12.340043519525496	-0.08120081120932432	7323.0	False
Bex1	2.9934915467558825	11.855886962611907	7.396825178327252	-0.08121529416382177	7324.0	False
Lrfn5	9.666528388793948	2.8180521282828455	10.960293082910491	-0.08121876985812782	7325.0	False
Snorc	7.438137196080624	10.542304050696323	4.778255193153315	-0.0815875765728184	7326.0	False
Actn3	16.146000069025195	7.052466357136225	0.6401402704066788	-0.0816295766304659	7327.0	False
Srpk2	8.562772959578199	3.3447224279759236	11.378342994860118	-0.08173934059614096	7328.0	False
Hcrtr1	4.094047791906634	11.584579473864972	6.676522402741264	-0.08175922785703162	7329.0	False
Slc9a7	5.651910268448649	13.28279237250566	3.4708897201595112	-0.08200006058534809	7330.0	False
Mthfd2l	15.875391368155585	4.552030091862461	3.513005381320256	-0.0821277382340612	7331.0	False
Entpd7	10.668986584659523	5.98595785833907	6.675962954620108	-0.0821577722155928	7332.0	False
Ndc1	3.3231316663501134	13.69913551818452	5.118299273032011	-0.08218070728231021	7333.0	False
Edc4	1.27193677124167	12.17057068424759	8.580060099954906	-0.08218166274086487	7334.0	False
Pycard	10.792400686640912	7.075894186255451	5.4107122421637985	-0.08218660690600989	7335.0	False
Rwdd3	6.267843887864767	6.655962131697325	9.919137442181924	-0.08231287262833417	7336.0	False
Prss23	4.852281646606278	9.091773551981861	8.61379377389747	-0.08233199610081944	7337.0	False
Mpv17	11.047508388405243	6.852005852356618	5.403917390310389	-0.08262353119789571	7338.0	False
Kif3b	6.172673261133622	8.717144877366696	7.804873331937691	-0.08288466558645186	7339.0	False
Septin14	9.366407141268356	4.63811527361161	9.2462556205554	-0.08298575856799784	7340.0	False
Hsd17b11	4.994646620325057	8.619419639672639	8.96388958863977	-0.08299454587538671	7341.0	False
Mlf2	7.507699475612754	9.099721645710796	6.195325054212986	-0.08301706861645387	7342.0	False
Acat2	5.380494109109603	10.646291619450556	6.4701959733655405	-0.08305512150885457	7343.0	False
Pgrmc2	11.110371705168395	9.054714463944373	3.0016639109577685	-0.08307751688255909	7344.0	False
Tert	3.5790056781153363	12.961197871487869	5.638912404105096	-0.08310106411186662	7345.0	False
Rala	13.418261469840342	2.1652578198601833	8.213564049155524	-0.08317527442897461	7346.0	False
Irak2	20.370191155913517	1.382647509973893	2.7897174084868848	-0.08321275291952457	7347.0	False
Tuba4a	2.2648561959252387	2.227397557108067	18.17451761436084	-0.08322882332872834	7348.0	False
Ibsp	8.844569904946669	3.4234083651745992	10.992101820194637	-0.08325180168401586	7349.0	False
Ttll4	6.06300559772971	6.973361054458102	9.735256199228857	-0.08329460040002096	7350.0	False
Trim17	3.857459884531189	8.59365285790138	10.003785735799744	-0.08329514888329018	7351.0	False
Notch1	9.133971563840038	3.4614415829265095	10.689852535545961	-0.08330641941880017	7352.0	False
Ticam2	10.870286896679874	6.49607688457338	5.916231145670261	-0.08334515245320757	7353.0	False
Serpina6	8.514618466428821	4.266666279003078	10.39059971692005	-0.0834305910165618	7354.0	False
Eefsec	5.856780510922872	13.459803588248679	3.050563709608944	-0.08348836458163288	7355.0	False
Brat1	6.106877202327955	6.374041706595879	10.321848960707525	-0.08354287950108241	7356.0	False
Tlr9		8.094381709604352	6.576428973933036	-0.0836084034980281	7357.0	False
Dhh	15.894882209417258	4.024548399566231	4.0050606143955445	-0.08360916131923422	7358.0	False
Zfp451	7.669710750345761	10.53725806745868	4.507938119201311	-0.08364388864532572	7359.0	False
Dnmt3b	6.204598433045667	7.528536450443789	9.008906795601053	-0.08364730481614413	7360.0	False
Nppc	8.954130653832966	6.673595606595085	7.440680965278686	-0.08366824651331391	7361.0	False
Rhog	8.933337152817536	12.049804916599074	1.7696437338863058	-0.08369223873176196	7362.0	False
Dicer1	14.709026000691086	3.691738973368966	5.418108553738608	-0.08377293055035197	7363.0	False
Kcnmb1	7.725486067448234	11.770478646882534	3.1483546442646255	-0.08378036505078024	7364.0	False
Ms4a7	7.4775147621393225	6.921764150336771	8.50173109800796	-0.08379107952091576	7365.0	False
Arhgef10	13.05392214900975	5.45203196006909	5.037820745477162	-0.08394875225232244	7366.0	False
Zfp831	3.709843850677352	12.601493376117453	5.87323765685064	-0.08397499231297574	7367.0	False
Tbc1d21	7.7886047257219255	6.54733168881518	8.610654863445758	-0.08402209441756693	7368.0	False
Pip4k2c	5.6731285513636065	5.885272634546294	11.213163527138509	-0.08402728946514752	7369.0	False
Smpdl3a	6.630152290211971	10.000495224287276	5.997007449068927	-0.08405933377840878	7370.0	False
Nsun5	5.898707295952623		9.605365473179264	-0.08418218491987925	7371.0	False
Trim75	4.786687046035573	8.321065199238891	9.42408280829106	-0.08429045747477294	7372.0	False
Egfr	3.264626427550093	8.467703825564259	10.634191847471461	-0.08439006246432092	7373.0	False
Aebp1	10.03805825994815	9.169191416260237	3.8011665532778713	-0.08440449918843344	7374.0	False
Shank3	5.082713618621285	14.23183491944742	2.8978181296596333	-0.08445794029626026	7375.0	False
Cyp1a1	14.72292987123291	6.726501649559307	2.165776236581427	-0.08464296896295746	7376.0	False
Kcnj13	5.417327404610259	9.769319457586029	7.31283885507048	-0.0846475203503983	7377.0	False
Zadh2	10.04287047175508	2.79013010223287	10.538289610554873	-0.08466932134653526	7378.0	False
Lrrc3b	8.180133813284899	4.592606933921713	10.303169371105843	-0.08475017934682318	7379.0	False
Tm2d3	15.655606510685777	4.758979542177603	3.4042182129333605	-0.08479316560385947	7380.0	False
Ing1	4.966836749166743	9.332593695896945	8.174747195846443	-0.08480838660545097	7381.0	False
Tmem169	4.271557765348482	10.833232108958619	7.207522740007363	-0.08494393842965586	7382.0	False
Gna14	8.465723349369483	4.609042523133189	10.01977645209982	-0.08503120088566059	7383.0	False
Kiss1r	6.408372838427638	5.860447389336221	10.540157882501054	-0.08519168432796521	7384.0	False
Ccng2	5.256876688576414	3.814628084573998	13.7396508155588	-0.08521267033140388	7385.0	False
Sostdc1	16.057545145684205	3.6957237654592654	4.153858004014591	-0.08522209678621447	7386.0	False
Adamtsl1	6.9676088084414	4.871472563729502	11.082665792195774	-0.08522721179864386	7387.0	False
Prm1	9.102054333245972	7.970269630036297	5.881481726458916	-0.08531760010199747	7388.0	False
Nanos3	5.201305054188294	7.843454199991498	9.521246955956471	-0.08537077142952294	7389.0	False
Fn3krp	11.468685355958502	5.720443135163231	6.131173605012371	-0.08541143884725706	7390.0	False
Gorasp2	12.566729145122903	7.462440719871105	3.2984396637864433	-0.08547574667066304	7391.0	False
BC051665	10.201839903175996	4.537809250345299	8.518038921556606	-0.08552222932635388	7392.0	False
Klk14	1.8804540624549482	6.593976785741049	13.821632848781743	-0.08560499720535149	7393.0	False
Clec5a	4.0539289077516605	5.196755492188019	13.34458314331556	-0.08564438260770602	7394.0	False
Spryd4	5.510621146388465	11.007833177319343	5.884344531990443	-0.08568578713834892	7395.0	False
Qrfp	4.392015652151416	12.049679578163913	5.786704210765089	-0.08571539929576182	7396.0	False
Hebp1	10.591290444246303	7.279942233800788	5.257578345525259	-0.08578584987406046	7397.0	False
Cdkl2	9.936468599576099	5.299761966299874	7.9403594581475145	-0.08582742253575854	7398.0	False
Sv2b	12.199838891040844	5.5079736225496045	5.684517421776992	-0.0858406423858265	7399.0	False
Capza2	12.529731775330283	7.894651076592551	2.857864486329476	-0.08597850463665473	7400.0	False
Chml	2.801089257494771	3.3837360858241086	16.37855318943439	-0.0859795123272115	7401.0	False
Btk	8.93108442464772	5.412236125201236	8.720073006601684	-0.08598749952688291	7402.0	False
Grk5	5.369536397486351	13.757127232981563	3.0916914290528568	-0.08599941257983305	7403.0	False
Rbm20	3.1612427368219547	5.881630001185475	13.405573440594251	-0.0861610480919703	7404.0	False
Ctdp1	4.556879744474999	11.816954063145676	5.869563338937025	-0.08617790058984102	7405.0	False
Tmem256	10.99323390095126	7.427493452220025	4.724137520572493	-0.08627076022932112	7406.0	False
Fabp9	5.010761715093219	13.116195793665884	4.080475557835578	-0.08636588732741153	7407.0	False
Terf2	2.9620743990763447	12.990384342456451	6.039654744726066	-0.08685392583043093	7408.0	False
Lyzl4	12.802384047780217	6.346473143509158	4.219685594607578	-0.08693174550301501	7409.0	False
Pms2	4.530827664060049	12.442990971201533	5.200952020146669	-0.08707988615267942	7410.0	False
Elovl5		4.846682629892622	9.936352254127067	-0.08711624139316444	7411.0	False
Vti1b		4.341260387058208	10.468913334193086	-0.08721969212587095	7412.0	False
Prap1	10.745714658837556	6.43463179869651	5.96534708871397	-0.08724530812674132	7413.0	False
Spin1		9.793199000076822	4.696611547258365	-0.08736699349840583	7414.0	False
Klra5	10.840610373078063	6.131937888694845	6.196306260999543	-0.08736782643014745	7415.0	False
Ppp1r1c	7.318893487131449	10.875200605100739	4.3412724401549605	-0.08743998300131962	7416.0	False
Mgat4e	5.807100504466885	3.1992902820197475	13.82268617093578	-0.08744977884601839	7417.0	False
Parvb	18.116720577749653	4.965387219494321	0.8822925400156116	-0.08755648164591373	7418.0	False
Nsun6	6.688722960226769		8.820306483251601	-0.08759985365493042	7419.0	False
Kpna7	4.707490157696159	10.504371769916268	7.074527788413984	-0.08765829934689168	7420.0	False
Phf21a	4.80601334758481	5.563207879856901	12.214074940636191	-0.08767235985861827	7421.0	False
Bmpr1a	11.202859920755332	2.658195539795721	9.535030203310875	-0.08771467198298738	7422.0	False
Mpzl1	8.413921778636906	4.822460027675472	9.750239285907304	-0.0877839953575974	7423.0	False
Ifrd1	15.722692350462005	2.2335846234050076	5.9132435897280935	-0.08793234053963202	7424.0	False
Tmem100	7.275447679039272	7.572946129376972	7.856990852675092	-0.0879794931734067	7425.0	False
Nipal3	1.6729944957394234	9.315562666046338	11.046557088025198	-0.08809638444843093	7426.0	False
1700067K01Rik	7.136548640402087	10.847779193124655	4.511673172820959	-0.08812814316103894	7427.0	False
Fam89b	7.8886581443200985	5.7658305462824195	9.203743104155826	-0.08841011129627396	7428.0	False
Adcy10	4.916199646146529	7.588520467939009	9.947589471642745	-0.08841287957944588	7429.0	False
Cyth4	9.523204942752269	7.169005718693554	6.2466552697380555	-0.08848950934942508	7430.0	False
Faim2	12.301553936167998	2.9120583233505246	8.252461739341165	-0.08850925332018966	7431.0	False
Spaca7	9.791754827893888	2.002757033692178	11.470342136943064	-0.08853896167449654	7432.0	False
H2-Ke6	12.826333732315517	5.072024547519674	5.493623755915657	-0.0885511825437883	7433.0	False
Lair1	11.659099557569036	7.2105027034632165	4.279404552302646	-0.08857711612574481	7434.0	False
Gabarapl2	1.4541747898557509	6.200811510069936	14.521604877776925	-0.08863423815840514	7435.0	False
Cypt2	7.390603487879925	4.998968855140898	10.455517161758925	-0.08863931046855804	7436.0	False
Tcaim	12.496981089301485	7.45321718484629	3.2643028910240415	-0.08872640605990183	7437.0	False
Adnp2	7.786411888149504	9.28643480632985	5.559147100840106	-0.08874946840690993	7438.0	False
Fam216a	8.364315246045727	4.759172619882982	9.829310045037259	-0.08877499600780624	7439.0	False
Rtca	7.985570835585227	8.082037028729706	6.653146661924341	-0.08879176366233373	7440.0	False
Angpt2	4.2451473683161085	2.1134664341409293	16.3260250796741	-0.08897620365422887	7441.0	False
Ifi208	3.633607932642711	13.236680819536694	5.10534333349187	-0.08898481486254206	7442.0	False
Ip6k2	14.909191344041888	5.93516139566985	2.691873415782242	-0.08902761585547814	7443.0	False
Crybb2	10.528207186779618	5.24071413613098	7.365560036041727	-0.08903590244601423	7444.0	False
Map3k15	7.200891806308328	5.921797090735371	9.636103009910695	-0.08905038130181166	7445.0	False
Ier2	4.033851982696762	11.926803352094307	6.126654020991944	-0.08913385572295818	7446.0	False
Ftsj1	3.583456748583389	7.779466708280809	10.919539082860261	-0.08915436591561676	7447.0	False
Crppa	9.574766615741638	10.44401107398367	2.712432728959736	-0.08917089548128136	7448.0	False
Trim7	10.665925030293561	5.858554861053825	6.583503066161005	-0.0891715441264445	7449.0	False
Slc30a9		6.337969595383623	8.311249369775654	-0.08926892297151315	7450.0	False
Ccdc28a		7.76307562752562	6.801152920127268	-0.08936456504185299	7451.0	False
Rgs19	14.046051122989336	5.370859215261316	4.052551602519646	-0.08940976166185034	7452.0	False
Hbb-y	10.487626395728576	4.951364479235793	7.695775409191275	-0.08941562985746798	7453.0	False
Gabrg1		7.054340926092873	7.549054591468338	-0.08945880782900464	7454.0	False
Cul4a	4.940379870639332	10.047182002199406	7.289036032022956	-0.08948399285076664	7455.0	False
Tmprss4	11.707843109608497	6.7459196222486915	4.694458663201143	-0.0895749928864739	7456.0	False
Tbc1d19	8.107596963144534	7.5336183393211185	7.097534631806365	-0.08959106028755776	7457.0	False
Zbbx	12.64270684728794	3.3551180669509395	7.440119510184412	-0.08963027340951446	7458.0	False
Cnot1	5.996806441258658	5.714858325190474	10.91698087416383	-0.08968273772569463	7459.0	False
Spesp1	7.123775166349712	6.738844378211487	8.818523472786891	-0.08973163558257098	7460.0	False
Gja10	7.727984021783278	2.422750332951004	12.84213067844176	-0.08974043927650151	7461.0	False
Rap2c	3.9624662391518815	8.023427973753323	10.296526642919043	-0.089888515703955	7462.0	False
Ece2	6.7025850209573425	11.466203561645765	4.187045468376553	-0.08997050569333682	7463.0	False
Tmem253	0.5949428792306962	6.63417020638876	14.79117108810835	-0.08998912529769347	7464.0	False
Tuba8	20.207194274613343	0.6411629312601584	3.498094517873395	-0.09000608028513712	7465.0	False
Plscr5	11.410667658112189	7.006568304556345	4.670612046381115	-0.09003961497533867	7466.0	False
Itch		5.821791506578789	8.838991216162745	-0.09011334222368741	7467.0	False
Btnl6	10.459444049522647	7.450936489478312	5.05325009889032	-0.09011361878118228	7468.0	False
Slc2a10	4.07111166423611	6.302334194633594	12.012328113632146	-0.09012396808729724	7469.0	False
Nlrp4f		10.012876048273835	4.401865662707522	-0.09021593481647269	7470.0	False
Atpif1	3.417091168774758	4.423089489578895	14.584260173249968	-0.0902668164919234	7471.0	False
Cav1	5.798336740316598	8.50602646632888	8.11993879976617	-0.09035238066431144	7472.0	False
Atp1b4	5.2012304579174184	5.573587899710435	11.759190972371924	-0.09037219329330777	7473.0	False
Cadm3	2.873401885215952	12.144883857786409	6.8979536845279945	-0.09039436332421624	7474.0	False
Pms1	3.395914722862715	14.083311866623328	4.375413667088018	-0.09044134100088419	7475.0	False
Atp6v1g3	4.404638801311414	9.101771398859592	8.738057666097133	-0.09049294019573766	7476.0	False
Srpx	8.197240185391031	8.692682614830773	5.7594551913958725	-0.09053597879511899	7477.0	False
Ext1	7.26416835095148	6.338330616567916	9.084795436514856	-0.09068621791829597	7478.0	False
Cpped1	4.93276107605308	8.146357423229931	9.267627730111736	-0.09069312836604304	7479.0	False
Csnk1d	3.3209483291025204	14.167290663541213	4.344574700151515	-0.09072735674787454	7480.0	False
Ifi203		10.686793566023526	3.676272701370301	-0.09078642010218291	7481.0	False
Cstf2t	8.66284778470471	10.01859586430071	3.929062717967782	-0.0908013733949589	7482.0	False
Gpr39	3.653565151232237	4.944497146257042	13.801656861615973	-0.09082303614241972	7483.0	False
Hhla1	8.51581482866912	8.934409744461615	5.207584989670359	-0.0908298735186705	7484.0	False
Prss30	4.074450277901129	11.71315139755678	6.259265926973336	-0.09087077560641371	7485.0	False
Mov10	6.972215057390942	9.849446047049435	5.623210805211332	-0.0909524716043028	7486.0	False
Gpr12	7.372203082085814	7.373586046691841	7.883425076709782	-0.09095317482780237	7487.0	False
Tmem176a	6.71418664910758	14.082785298998674	1.3743706963392115	-0.09099053799490404	7488.0	False
Ddit4l	5.1963933038972305	9.726557577604884	7.346156323954682	-0.09106841251533404	7489.0	False
Stk31	11.219515884192761	5.380638658992954	6.52907008148801	-0.0910740250783053	7490.0	False
Tmem208	3.700564248320131	10.70004873616221	7.660362074477657	-0.09108771678934295	7491.0	False
Wdr41	10.286888907870232	10.924455842240233	1.4974528127916586	-0.0911921604965183	7492.0	False
Phf6	5.360121493286656	9.885636432450449	7.0252556920356675	-0.09123165055678577	7493.0	False
Nps	8.932915921218253	7.882812851885593	5.924927752556587	-0.09145171524728805	7494.0	False
Unc13d	7.579328181266414	8.507084642539532	6.481321466066529	-0.0914542786115492	7495.0	False
Zfp110	4.237818122060859	4.129425808293981	14.117898758127636	-0.09146084507999823	7496.0	False
Prss21	2.664879468002769	5.877677065260308	13.681860274087352	-0.09147246993238857	7497.0	False
Fam207a	8.2994988101942	3.331127117216258	11.310052266531713	-0.09147811073714163	7498.0	False
Kxd1	5.800755208213223	12.352317297504847	4.005663541153033	-0.09163510665505548	7499.0	False
Fbln7	16.000034214807467	4.482657000941958	3.1616832886298094	-0.09166107091924745	7500.0	False
Wdr20rt	4.40671933782798	14.948979627578165	2.5086117660127294	-0.09171963962760167	7501.0	False
Rnf6	15.149665369999088	6.089109376516838	2.224221841358936	-0.0917269549844872	7502.0	False
Acot5	15.933109852688794	5.646048615626743	1.988515593310786	-0.09173044470300151	7503.0	False
Nlgn1	10.477978404834488	10.646200865437581	1.598948145783548	-0.09183643282075744	7504.0	False
Trim14	8.466271496329924	7.217304941614451	7.032139842806149	-0.09195747506603551	7505.0	False
1700012B09Rik	1.0661092672017696	5.382926364242981	15.621515345935777	-0.09212475350316034	7506.0	False
Atic	7.772336949519573	11.138270695983511	3.500488109620708	-0.0921570341218464	7507.0	False
Klhdc10	7.26219915765428	9.777734623985873	5.395729620690441	-0.09225224749597298	7508.0	False
Hook1	10.438451342997583	6.207129908729813	6.318090416753161	-0.09225393034580608	7509.0	False
Ceacam13	2.109171590550912	13.287836289728446	6.313846069109835	-0.09227927498090009	7510.0	False
Erbb3	7.183427959391567	12.152997075651554	2.9496360004289364	-0.09235857013336564	7511.0	False
Srsf9	1.3728988472767867	12.130710929771453	8.197530298865342	-0.09236353754130422	7512.0	False
Fggy	2.418108529868194	11.610314288374743	7.802211596180689	-0.09255252450617318	7513.0	False
Nova1	6.040674387446546	2.7693988547863593	13.900087008493747	-0.09255649726376114	7514.0	False
Ces1a	7.528600394118897	4.328107093488319	10.912379700888973	-0.09257099379344184	7515.0	False
Adam30	6.133995669778	6.904806246827929	9.437567478245606	-0.0926371215094783	7516.0	False
A3galt2	14.028018665821572	5.651042434767588	3.6647563286838722	-0.09268838929417962	7517.0	False
Coro6	11.837310333385703	5.291803955665947	6.012933300617578	-0.09274054209077372	7518.0	False
Depdc5	7.292464697823179	7.159304980857738	8.120564314926318	-0.09282235918603517	7519.0	False
Cand2	8.356677536940483	8.429817675701708	5.819037949281761	-0.09282942320610421	7520.0	False
Gabrq	5.59785847842597	2.669577196788211	14.39386207954312	-0.09286160438314384	7521.0	False
Dele1	3.863651945767217	7.7599367895603155	10.566627094279536	-0.09286341105309615	7522.0	False
Ecm2	5.994749331313034	2.82734327429096	13.86822293465302	-0.09291757340205438	7523.0	False
Dbnl	11.067174591876224	7.0554697846652745	4.830190913535681	-0.09301320331733531	7524.0	False
Rab30	4.938400782169426	4.699459841914566	12.833110492618733	-0.09303643242845476	7525.0	False
Mdh1b	2.8033722795015183	14.574281168363427	4.297864057312232	-0.09320988790155739	7526.0	False
Tas2r106	12.80343653552748	4.548921610593134	5.913645195302318	-0.09324981662879069	7527.0	False
Rbl2	6.941267793176958	5.130275305433971	10.568826045664105	-0.09326669794305259	7528.0	False
Gm9	13.923314584612786	4.833690461453432	4.599457088576539	-0.09343056170918795	7529.0	False
Scarf1	3.0248973703050495	15.544982943704996	3.062708000142045	-0.09347839505171107	7530.0	False
Nrsn2	7.46719534933525		7.990244653032834	-0.09355050385748306	7531.0	False
Psrc1	7.899155137812826	7.648650960218345	7.02671432093313	-0.09375353617684205	7532.0	False
Il17re	4.411239979423099	9.455180886193098	8.249074893892132	-0.09381890671009646	7533.0	False
Jmjd8	10.977931092768124	2.874419400501736	9.30774723488534	-0.09383495705105353	7534.0	False
